,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,state,city
1488,3156442,EAGLE'S WATCH MALIBU- Architectural w/ Ocean View,16016535,Katherine,Other Cities,Malibu,34.038322,-118.639755,Entire home/apt,1000,5,9,2022-08-23,0.23,3,300,6,STR21-0116,CA,Los Angeles
1490,2995134,Venice Beach House - Zen House,8650967,Trisja,City of Los Angeles,Venice,33.99766,-118.46169,Entire home/apt,481,5,53,2022-08-12,0.53,2,19,10,HSR22-000103,CA,Los Angeles
1496,3167605,TWO STORY Hollywood Guesthouse,13816520,Jeff,City of Los Angeles,Hollywood Hills West,34.1059,-118.37047,Entire home/apt,185,30,68,2022-05-02,0.68,1,329,17,HSR21-000207,CA,Los Angeles
1504,3324603,The Hollywood Bungalow,9560767,Robert,City of Los Angeles,Hollywood Hills West,34.10344,-118.35671,Entire home/apt,115,30,43,2019-03-04,0.54,2,49,0,HSR19-002178,CA,Los Angeles
1505,3326323,Close to Movie Studios and Malibu,16794969,Michael,City of Los Angeles,West Hills,34.18994,-118.63019,Private room,65,30,12,2015-09-15,0.12,1,0,0,HSR19-001456,CA,Los Angeles
1511,3331429,Bedroom & Private Bath in 2 bed 2 bth Condo,16818658,Saul,City of Los Angeles,Van Nuys,34.18873,-118.45893,Private room,54,31,11,2022-07-23,0.13,1,158,2,HSR19-005220,CA,Los Angeles
1512,3192030,Cottage with Garden in the hills,5923557,Maria,City of Los Angeles,Echo Park,34.08896,-118.25256,Entire home/apt,140,80,2,2017-05-23,0.03,1,0,0,HSR20-002734,CA,Los Angeles
1513,3192470,Relaxing Los Feliz Home w/ Spacious Chill Yard,3985624,Joseph,City of Los Angeles,Los Feliz,34.09865,-118.28422,Entire home/apt,133,30,91,2018-10-30,1.37,1,0,0,HSR19-004500,CA,Los Angeles
1514,3333016,"Hollywood Hills Sky Home, Awesome Views",16824025,Nora,City of Los Angeles,Hollywood Hills,34.11602,-118.32435,Entire home/apt,399,3,178,2022-08-22,1.81,1,350,23,HSR22-000144,CA,Los Angeles
1515,3011412,Amazing House! Access to All Places,6610009,Alice,City of Los Angeles,Mid-City,34.03771,-118.38351,Entire home/apt,85,31,17,2020-03-01,0.18,1,252,0,HSR22-000134,CA,Los Angeles
1517,3193063,"2 Rooms + Backyard, Hollywood",7183018,Zuke,City of Los Angeles,Hollywood,34.08634,-118.31139,Entire home/apt,142,30,606,2022-09-06,6.06,1,161,109,HSR21-001010,CA,Los Angeles
1522,3385799,WEST HOLLYWOOD HOUSE--HEART OF WEHO,17081960,Matt,City of Los Angeles,Beverly Grove,34.08382,-118.36865,Entire home/apt,350,4,8,2022-08-05,0.08,1,237,1,HSR21-001515,CA,Los Angeles
1523,3194941,BRIGHT & Comfy Home in Best WLA Area,15902216,Lucia,City of Los Angeles,Palms,34.02383,-118.42087,Entire home/apt,398,30,62,2022-06-30,0.63,1,66,5,HSR21-000601,CA,Los Angeles
1526,3343965,Casita del Sol,6719252,Olivier,Other Cities,Santa Monica,34.01138,-118.47957,Entire home/apt,95,1,429,2019-09-29,4.3,2,0,0,218550,CA,Los Angeles
1528,3344849,Beach Bungalow Living in Venice,16883324,Samantha,City of Los Angeles,Venice,34.00021,-118.45576,Entire home/apt,147,3,66,2022-08-25,1.67,1,115,29,HSR20-002352,CA,Los Angeles
1533,3344959,"Private Entry, Serene Bdrm Bath Kitchenette CLEAN",866477,Ewa,City of Los Angeles,Mount Washington,34.11045,-118.22066,Private room,150,29,52,2021-08-11,0.59,2,320,0,HSR19-004776,CA,Los Angeles
1541,3359860,Modern Silver Lake hillside retreat,16950887,Jeremy,City of Los Angeles,Silver Lake,34.08688,-118.27865,Entire home/apt,269,3,145,2022-09-04,2.11,1,17,28,HSR19-004453,CA,Los Angeles
1543,3362970,Bright Studio Near Beach & 3rd Street,1757749,Manouch,Other Cities,Santa Monica,34.02453,-118.49437,Entire home/apt,135,31,58,2022-06-25,0.58,13,196,2,222035,CA,Los Angeles
1548,3576373,Sublime Gorgeous Hideaway with Pool,18010271,Martha,City of Los Angeles,Windsor Square,34.07529,-118.32017,Entire home/apt,275,30,2,2014-08-16,0.02,2,9,0,HSR19-001658,CA,Los Angeles
1551,3414817,Malibu Room 4,215462,Paul,Other Cities,Malibu,34.02934,-118.75706,Private room,250,2,326,2022-08-20,3.27,4,348,47,STR21-0049,CA,Los Angeles
1552,3582797,Hollywood Hills Private Guest Suite,18047038,Martin,City of Los Angeles,Hollywood Hills,34.1094,-118.32938,Private room,110,3,93,2022-09-07,0.94,1,179,22,HSR22-002712,CA,Los Angeles
1554,3583498,Entire Suite: super clean! Walk to the beach.,7765823,Lorna,Other Cities,Santa Monica,34.00798,-118.47978,Entire home/apt,204,2,142,2022-08-29,1.44,1,250,47,216688,CA,Los Angeles
1555,3416556,"Spacious, hip Echo Park Apartment",1684893,Helix,City of Los Angeles,Echo Park,34.08661,-118.25901,Entire home/apt,110,30,257,2022-08-06,2.61,2,84,54,HSR19-002031,CA,Los Angeles
1556,3586224,Hillside Striking View Apt,18024393,Javier,City of Los Angeles,Glassell Park,34.12281,-118.23447,Entire home/apt,154,1,295,2022-09-06,2.99,3,320,58,HSR19-002925,CA,Los Angeles
1561,3372289,New listing discount Venice/SM beach house,16513823,Dc,Other Cities,Santa Monica,34.00114,-118.48225,Entire home/apt,340,3,12,2022-07-22,0.12,3,164,5,227981,CA,Los Angeles
1571,3595890,Incredible View - Canyon and Trees,7464864,Marianne,City of Los Angeles,Woodland Hills,34.16283,-118.60341,Private room,106,2,18,2022-05-27,0.29,2,221,4,HSR22-000251,CA,Los Angeles
1581,3751832,Classic Private Room in West LA,19199871,Angela,City of Los Angeles,Palms,34.02275,-118.41555,Private room,45,3,428,2022-08-28,4.36,2,183,38,HSR19-001222,CA,Los Angeles
1582,3605568,Hollywood Hills Lake House Escape,1380474,Eric,City of Los Angeles,Hollywood Hills,34.1172,-118.32487,Entire home/apt,275,30,131,2022-08-24,1.38,1,292,42,HSR19-004891,CA,Los Angeles
1587,3606175,Spanish with Down Town Views organic edible garden,18173932,Livinio,City of Los Angeles,Los Feliz,34.10827,-118.28379,Entire home/apt,155,30,125,2022-08-05,1.32,2,127,4,Exempt - This listing is a transient occupancy residential structure,CA,Los Angeles
1588,3449142,Le Petit Coquillage,6719252,Olivier,Other Cities,Santa Monica,34.01112,-118.47746,Private room,65,1,378,2019-09-24,3.8,2,0,0,218550,CA,Los Angeles
1590,3612212,Charming & Quiet,18201315,Tom,City of Los Angeles,Mount Washington,34.09575,-118.21349,Private room,79,2,231,2022-09-05,2.43,1,200,28,HSR19-001338,CA,Los Angeles
1591,3757786,Luxury Resort Like Home,19237277,Brenda,City of Los Angeles,Northridge,34.23256,-118.51592,Entire home/apt,832,4,28,2022-07-03,0.3,10,340,3,HSR21-001131,CA,Los Angeles
1598,3761519,House with Pool & Spa By Venice Beach!,2854160,Angelica,City of Los Angeles,Mar Vista,34.01089,-118.42327,Entire home/apt,255,2,525,2022-08-31,5.32,2,212,60,HSR19-000994,CA,Los Angeles
1600,3761825,Cozy 2nd Floor Guest Suite walk to Metro Station,19266386,Goli,City of Los Angeles,Mid-City,34.02941,-118.38803,Entire home/apt,100,30,82,2022-09-07,1.88,1,54,4,HSR19-004310,CA,Los Angeles
1603,3768758,Vintage Modern Guesthouse,287404,Bryant And Margaret,Other Cities,Pasadena,34.15767,-118.13646,Entire home/apt,124,4,352,2022-08-22,3.71,1,133,52,SRH2020-00256,CA,Los Angeles
1609,3468384,BLOCK TO BEACH - Craftsman Studio,10932637,Anna,Other Cities,Long Beach,33.76662,-118.17978,Entire home/apt,64,4,315,2022-08-16,4.85,1,4,62,PRP22-00833,CA,Los Angeles
1611,3772639,Private Beach Condo on Ocean Blvd,19133591,Leila,Other Cities,Long Beach,33.76489,-118.17899,Entire home/apt,141,3,125,2022-08-26,1.27,2,271,44,NRP22-00500,CA,Los Angeles
1613,3773682,Great studio apartment on Hollywood,12812392,Amazing,City of Los Angeles,Hollywood,34.10087,-118.34062,Entire home/apt,138,30,222,2020-11-01,2.26,2,332,0,HSR19-781112,CA,Los Angeles
1614,3626184,Perfect Venice Beach Vacation Home for Couples and Families,506779,Claudia,City of Los Angeles,Venice,34.00204,-118.45008,Entire home/apt,299,3,128,2022-07-12,1.33,1,312,20,HSR19-003139,CA,Los Angeles
1616,3478519,Northeast Pasadena: Master Suite,17424443,Beatrice,Other Cities,Pasadena,34.15951,-118.11115,Private room,91,2,339,2022-08-27,3.44,1,330,48,SRH202100321,CA,Los Angeles
1617,3628066,Entire Single-Family House.  Large Bungalow,1317021,Gina,City of Los Angeles,Eagle Rock,34.14447,-118.19377,Entire home/apt,450,3,48,2022-08-29,1.96,1,102,11,HSR22-000686,CA,Los Angeles
1619,3774747,Luxury Ocean View Home,12590257,Lisa,City of Los Angeles,Playa del Rey,33.96153,-118.44944,Entire home/apt,1000,30,2,2015-12-31,0.02,1,363,0,Hsr20-000922,CA,Los Angeles
1620,3629028,Sunny House in Hollywood Hills,15637379,Robby,City of Los Angeles,Hollywood Hills,34.10834,-118.3408,Entire home/apt,546,30,125,2020-05-14,1.55,1,0,0,HSR19-002192,CA,Los Angeles
1629,3646194,Long Beach Shoreline Vacation,18419978,Heather,Other Cities,Long Beach,33.76642,-118.18358,Entire home/apt,225,3,82,2022-05-19,0.84,1,319,12,NRP21-00121,CA,Los Angeles
1630,3783779,"1927 Bungalow, views, Lake, discount (ask)",3595258,Dino,City of Los Angeles,Silver Lake,34.09619,-118.25722,Entire home/apt,135,30,12,2022-07-09,0.12,6,343,2,8675309,CA,Los Angeles
1632,3487768,"Huge Corner Master in Mansionette, Hammock",5469474,Angel,City of Los Angeles,Koreatown,34.05557,-118.30191,Private room,105,30,31,2022-08-09,0.32,27,344,4,Exempt - This listing is a bed and breakfast,CA,Los Angeles
1633,3646645,Beautiful home on the westside,10264642,Sandrine,City of Los Angeles,Del Rey,33.99017,-118.415,Entire home/apt,329,30,24,2022-07-22,0.24,1,315,2,HSR19-001696,CA,Los Angeles
1634,3488199,ENTIRE HOUSE in HILLS-AMAZING VIEWS,309512,Vincenzo,City of Los Angeles,Hollywood Hills,34.11341,-118.32206,Entire home/apt,396,2,67,2022-08-24,0.68,3,325,19,HSR21-000113,CA,Los Angeles
1635,3488763,VIEWS HOLLYWOOD SIGN - DOWNTOWN 1&2,309512,Vincenzo,City of Los Angeles,Hollywood Hills,34.11517,-118.32398,Private room,251,2,12,2022-06-26,0.13,3,349,3,HSR21-000113,CA,Los Angeles
1643,3653912,"Mid Century Modern w/AC, 125"" 4k Projector, & more",4483584,Giovanni,Other Cities,Long Beach,33.81211,-118.12631,Entire home/apt,237,3,233,2022-08-28,2.52,1,214,32,NRP21-00111,CA,Los Angeles
1644,3494428,Garden Haven in Santa Monica,7100267,Zizi,Other Cities,Santa Monica,34.00733,-118.46982,Entire home/apt,155,2,127,2022-09-04,1.27,1,17,3,215734,CA,Los Angeles
1647,3795794,"LA, SIlverlake, Self Contained Apartment",19267387,Frazer,City of Los Angeles,Silver Lake,34.093,-118.25865,Entire home/apt,125,30,118,2022-08-02,1.22,1,358,2,HSR20-001458,CA,Los Angeles
1651,3803590,Amazing Hollywood loft,19544751,Ori,City of Los Angeles,Hollywood,34.0917,-118.33132,Entire home/apt,135,30,449,2020-03-10,4.78,3,222,0,Exempt - This listing is a bed and breakfast,CA,Los Angeles
1652,3506410,Santa Monica Canyon Pied-a-Terre,61692,Leslie,City of Los Angeles,Pacific Palisades,34.03092,-118.51178,Entire home/apt,134,2,537,2022-08-25,5.73,1,31,72,HSR19-003569,CA,Los Angeles
1654,3656419,Spacious bedroom with T. V.  and private bathroom,18522071,Felix,City of Los Angeles,Van Nuys,34.17599,-118.4635,Private room,60,3,80,2022-08-27,0.81,1,277,7,HSR19-001592,CA,Los Angeles
1655,3506751,Art House in Hollywood Hills,17657291,Christina,City of Los Angeles,Hollywood Hills,34.1098,-118.31534,Entire home/apt,555,30,9,2020-09-09,0.12,1,363,0,HSR19-004238,CA,Los Angeles
1657,3512378,CDC-Sanitized Private 1 Bedroom Apartment in Home,10453251,Maria,City of Los Angeles,Sherman Oaks,34.14872,-118.46204,Entire home/apt,137,3,128,2021-12-19,1.29,1,0,12,HSR19-005058,CA,Los Angeles
1659,3812683,Private Bedroom & Bathroom in Family Mini Mansion,14933201,Edwin L,City of Los Angeles,Del Rey,33.99062,-118.42399,Private room,118,1,450,2022-08-27,4.61,2,345,57,HSR19-000531,CA,Los Angeles
1661,3817210,The Hartwell Estate | 360 Degree VIEWS!!!,3003777,Christian,City of Los Angeles,Hollywood Hills West,34.11395,-118.38492,Entire home/apt,505,30,5,2020-09-24,0.14,1,87,0,HSR19-005166,CA,Los Angeles
1665,3522350,NEW! Hey Venice Abode,17737960,Karolina & Tobias,City of Los Angeles,Venice,33.99777,-118.4627,Entire home/apt,354,4,52,2022-08-30,5.27,1,68,52,HSR21-001097,CA,Los Angeles
1668,3524259,Beautiful Creative Sunny Loft,2408848,Michele,City of Los Angeles,Downtown,34.0451,-118.2525,Entire home/apt,99,31,9,2019-06-25,0.14,1,180,0,HSR19-002540,CA,Los Angeles
1677,3678271,Cozy Studio Guest House with Courtyard Garden,16188262,Joseph,City of Los Angeles,Hollywood,34.09297,-118.3235,Entire home/apt,106,2,525,2022-09-04,5.31,1,71,88,HSR21-001378,CA,Los Angeles
1683,3834717,Loft w/ view in Downtown LA,10487863,Kerri,City of Los Angeles,Downtown,34.04638,-118.25015,Entire home/apt,200,30,2,2015-01-01,0.02,1,365,0,HSR19-000335,CA,Los Angeles
1685,3685300,Architectural Retreat nested in WEHO/LA/BHills,18171166,Jan,City of Los Angeles,Beverly Grove,34.07646,-118.3711,Entire home/apt,501,4,51,2022-08-28,0.52,1,114,25,HSR20-001989,CA,Los Angeles
1686,3561421,Adorable Beach Bungalow,10319843,Curt,Other Cities,Long Beach,33.758419036865234,-118.1338119506836,Entire home/apt,171,3,286,2022-09-01,2.91,2,269,51,NRP22-00513,CA,Los Angeles
1689,3841108,Oasis in the City,1684893,Helix,City of Los Angeles,Echo Park,34.08843,-118.25909,Entire home/apt,371,3,68,2022-07-26,0.7,2,0,9,HSR19-002031,CA,Los Angeles
1696,3843641,5 Star Private Poolside Studio Guest Suite,19811323,Jocelyn,City of Los Angeles,Sherman Oaks,34.15319,-118.42355,Private room,189,1,305,2022-07-06,3.34,1,164,7,HSR21-002827,CA,Los Angeles
1697,3697224,"Storybook Cottage, Quiet Neighborhood / Yard, Deck & Hammock",12626486,Callie,City of Los Angeles,Los Feliz,34.10428,-118.27886,Entire home/apt,453,2,195,2022-08-28,2.09,1,235,52,HSR21-000082,CA,Los Angeles
1698,3844150,Serene Garden Room by the Beach!!!,9881505,Mira,Other Cities,Santa Monica,34.02204,-118.49828,Private room,118,3,251,2022-08-26,2.56,1,98,25,227801,CA,Los Angeles
1699,3563533,Rustic Space Perched in the Hollywood Hills,922109,Mathias,City of Los Angeles,Hollywood Hills,34.11477,-118.32085,Entire home/apt,281,1,886,2022-09-06,10.54,1,287,133,HSR19-002983,CA,Los Angeles
1700,3698344,Top of the World Magical Paradise in Laurel Canyon,6171590,Shida,City of Los Angeles,Hollywood Hills West,34.10924,-118.38641,Private room,325,2,171,2022-08-28,1.73,1,78,24,HSR19-003269,CA,Los Angeles
1701,3563679,"Idyllic, Romantic Beachfront Apartment in Malibu",17944041,Connie,Other Cities,Malibu,34.03793,-118.61114,Entire home/apt,571,3,270,2022-08-28,2.73,1,11,29,STR20-0064,CA,Los Angeles
1706,3852327,Charming & Cozy Silverlake Cottage1,16153415,Jeannette,City of Los Angeles,Silver Lake,34.08314,-118.27589,Entire home/apt,132,30,78,2022-04-28,0.8,2,316,3,Exempt - This listing is a bed and breakfast,CA,Los Angeles
1713,3855260,Venice Studio,15529424,Susan,City of Los Angeles,Venice,33.99894,-118.47521,Entire home/apt,100,7,87,2022-08-06,0.89,1,281,15,215562/215585,CA,Los Angeles
1714,3898138,Cozy Guesthouse Surrounded by Nature,9789046,Faisal,Other Cities,Pasadena,34.17109,-118.0798,Entire home/apt,157,2,298,2022-08-28,3.05,1,144,54,SRH 2021-00300,CA,Los Angeles
1718,3860814,Private Wing in Designer Home,14479322,Maria,City of Los Angeles,Sherman Oaks,34.16989,-118.42071,Private room,121,30,9,2020-02-10,0.12,3,0,0,HSR19-003097,CA,Los Angeles
1725,3908221,Peaceful Venice Retreat,20244160,Josh & Cameron,City of Los Angeles,Venice,33.99771,-118.45442,Entire home/apt,229,1,379,2022-08-25,3.94,1,103,96,HSR21-000392,CA,Los Angeles
1728,3874726,Private Studio  Hidden Treasure in Woodland-Hills,19684108,Celia,City of Los Angeles,Woodland Hills,34.15795,-118.62334,Private room,120,30,39,2022-08-18,0.92,1,121,8,HSR19-002610,CA,Los Angeles
1731,3917357,Your vacation home in prime Sherman Oaks,4158217,Cristiane,City of Los Angeles,Sherman Oaks,34.15801,-118.4464,Entire home/apt,400,30,1,2014-12-29,0.01,2,0,0,HSR19-001298,CA,Los Angeles
1735,3742328,Pool Side Detached Clean Private Bright Studio,19137950,Margaux,City of Los Angeles,North Hollywood,34.1856,-118.39612,Entire home/apt,91,30,118,2022-05-31,1.73,1,324,5,HSR20-000603,CA,Los Angeles
1739,3742898,Private Guest Suite with Separate Entrance,19142820,Leron,City of Los Angeles,Playa Vista,33.97259,-118.42601,Entire home/apt,153,3,262,2022-08-31,2.65,2,232,41,HSR19-000263,CA,Los Angeles
1741,3883071,Casa Los Pinos M   bedroom/private bath in house,20076782,William,City of Los Angeles,North Hollywood,34.17427,-118.36603,Private room,71,2,231,2022-08-01,2.36,3,305,40,HSR19-001315,CA,Los Angeles
1748,4033105,Oceanfront Beach House in Malibu,2843111,Natalie,Other Cities,Malibu,34.0379,-118.61746,Entire home/apt,1850,3,25,2022-08-01,0.29,9,326,4,STR21-0061,CA,Los Angeles
1751,3889098,Modern Beach Pad w/ office Marina / Venice,1561865,Jessica,City of Los Angeles,Venice,33.9799,-118.46371,Entire home/apt,395,5,106,2022-08-28,1.22,1,260,35,HSR20-001505,CA,Los Angeles
1755,4033614,ARTIST HOME! PRIVATE ROOM: NOHO ARTS DISTRICT,13621311,Scozy,City of Los Angeles,North Hollywood,34.16438,-118.36688,Private room,75,30,34,2022-08-27,0.39,3,335,2,Exempt - This listing is a hotel or motel,CA,Los Angeles
1757,4034163,Beautiful Private Room in West LA,19199871,Angela,City of Los Angeles,Palms,34.02237,-118.41552,Private room,55,30,154,2022-01-19,1.59,2,1,1,Hsr19-001222,CA,Los Angeles
1761,3939304,2 bedroom Home N. Hollywood Arts District,9507500,We Are Lisa & Mia,City of Los Angeles,North Hollywood,34.16851,-118.36021,Entire home/apt,240,4,18,2022-05-09,0.22,3,280,1,HSR22-000171,CA,Los Angeles
1762,3894472,"Private Den, Eagle Rock",8278915,Cynthia,City of Los Angeles,Eagle Rock,34.14269,-118.19857,Private room,64,1,73,2022-08-29,0.76,1,67,9,HSR22-001801,CA,Los Angeles
1764,4038764,Cozy Venice Beach House // Kid Friendly,1362945,Lissa,City of Los Angeles,Venice,33.98891,-118.45171,Entire home/apt,375,5,18,2020-02-26,0.19,1,0,0,HSR21-002764,CA,Los Angeles
1765,4045613,Venice Walk Street Cottage,19776172,Mel,City of Los Angeles,Venice,33.99285,-118.46088,Entire home/apt,190,31,147,2022-02-13,1.52,1,183,1,Exempt - This listing is a transient occupancy residential structure,CA,Los Angeles
1768,4047091,"Cozy, furnished 1Bdr Condo, heart of Santa Monica",1163335,Lee,Other Cities,Santa Monica,34.03718,-118.47593,Entire home/apt,125,365,5,2020-03-15,0.05,1,318,0,214883,CA,Los Angeles
1770,4174207,"Room for rent in Gardena, CA",21659677,Natalie,City of Los Angeles,Harbor Gateway,33.8642,-118.30154,Private room,50,30,29,2020-02-17,0.3,1,74,0,HSR19-004953,CA,Los Angeles
1772,4174321,Garden Guest Suite with Pool,3238908,Carin,City of Los Angeles,Woodland Hills,34.15897,-118.61739,Entire home/apt,91,30,286,2022-08-20,2.96,2,254,3,HSR19-003306,CA,Los Angeles
1781,4174988,*NEW*  lower level studio with private entrance.,21664272,Alan,City of Los Angeles,Highland Park,34.12735,-118.19413,Entire home/apt,185,2,47,2022-09-04,1.33,1,44,27,HSR19-001188,CA,Los Angeles
1783,3945096,"*****Studio w/ wifi, cable, AC, kitchen*******",17370496,Melissa,City of Los Angeles,Sawtelle,34.03834,-118.45727,Entire home/apt,125,7,136,2022-05-28,1.39,2,312,4,HSR22-002048,CA,Los Angeles
1786,4052819,Cool westside bungalow,21016695,Owen And Mariana,City of Los Angeles,Del Rey,33.99015,-118.43317,Entire home/apt,125,30,109,2022-08-11,1.12,1,246,6,HSR19-002213,CA,Los Angeles
1790,4053948,Venice Studio 1.5 miles from Beach,21023362,Bob,City of Los Angeles,Venice,34.00227,-118.45429,Entire home/apt,158,1,572,2022-09-05,7.04,1,142,73,HSR19-002529,CA,Los Angeles
1793,4059899,Private Room w/ Private Entrance & Bath,20630146,Elyse & Barry,City of Los Angeles,Silver Lake,34.09715,-118.2653,Private room,130,3,227,2022-09-06,2.46,1,250,14,HSR21-003337,CA,Los Angeles
1794,3962864,NoHo Arts - Luxe / Cozy Queen Bedroom - Long Term,4732895,Christopher,City of Los Angeles,North Hollywood,34.18183,-118.36738,Private room,41,31,55,2021-05-01,0.64,3,0,0,HSR19-001264,CA,Los Angeles
1799,3963003,Beach Condo with Game Room 3BR/3BA,4262267,Nicole,City of Los Angeles,Venice,33.97664,-118.46526,Entire home/apt,646,2,217,2022-09-04,2.22,1,175,47,HSR22-000015,CA,Los Angeles
1806,4067361,The Fountainhead Cottage  + Garden,4158217,Cristiane,City of Los Angeles,Sherman Oaks,34.15763,-118.44655,Entire home/apt,114,1,385,2022-08-28,4.0,2,64,46,HSR19-001298,CA,Los Angeles
1809,3972305,"Spanish Villa. Great location.   3 bed, 2 bath",11712907,Rochelle,City of Los Angeles,Beverly Grove,34.06747,-118.36424,Entire home/apt,374,5,84,2022-08-21,0.9,1,75,13,HSR19-001444,CA,Los Angeles
1815,3974087,Eagle Rock - Yosemite Hills - Grand View,20548909,Yon,City of Los Angeles,Eagle Rock,34.13541,-118.22251,Entire home/apt,136,6,14,2022-08-28,0.17,1,30,3,HSR22-001718,CA,Los Angeles
1820,4190881,Blue King Craftsman w/ EV charger,6529781,Zac And Co-Hosts,City of Los Angeles,Highland Park,34.11105,-118.19398,Private room,50,31,108,2020-03-08,1.13,11,344,0,Exempt - This listing is a transient occupancy residential structure,CA,Los Angeles
1821,4190907,A Sunrise HP Bedroom w/ EV charger,6529781,Zac And Co-Hosts,City of Los Angeles,Highland Park,34.11098,-118.19284,Private room,50,31,131,2022-08-09,1.37,11,273,1,Exempt - This listing is a transient occupancy residential structure,CA,Los Angeles
1823,4190935,A Nice Craftsman FilmTV&EV Friendly,6529781,Zac And Co-Hosts,City of Los Angeles,Highland Park,34.11042,-118.19471,Entire home/apt,614,31,72,2020-01-20,0.75,11,274,0,Exempt - This listing is a transient occupancy residential structure,CA,Los Angeles
1824,3979641,Hill Top Retreat Home Above Ocean!,20542761,Linda,City of Los Angeles,Playa del Rey,33.95598,-118.44579,Private room,91,4,79,2022-09-03,0.83,1,272,9,HSR22-001336,CA,Los Angeles
1826,4080769,Spacious 3 BR Westside Beach Villa @Marina del Rey,115377318,Manuel,City of Los Angeles,Del Rey,33.98547382224561,-118.42000530057736,Entire home/apt,257,2,34,2022-03-13,0.35,8,4,8,HSR19-004260,CA,Los Angeles
1833,4085040,Private Room in quiet home in Woodland Hills,21188390,Michele,City of Los Angeles,Woodland Hills,34.16838,-118.62515,Private room,70,1,129,2022-08-07,1.47,1,334,26,HSR21-000885,CA,Los Angeles
1837,4086070,Serene Zen Retreat,21194368,Deb,City of Los Angeles,Tarzana,34.18199,-118.55922,Private room,110,30,49,2020-08-31,0.56,1,8,0,HSR19-004251,CA,Los Angeles
1838,4205112,"Malibu, Carbon Beach - Suite Eight",21817201,The Malibu Suites,Other Cities,Malibu,34.0375,-118.67573,Entire home/apt,527,2,279,2022-09-05,3.37,11,146,75,STR21-0046,CA,Los Angeles
1840,4205493,Modern Venice Beach Oasis,21819860,Griselda,City of Los Angeles,Venice,33.99698,-118.46624,Private room,145,2,299,2022-09-03,3.24,1,123,49,HSR21-001391,CA,Los Angeles
1843,3992823,"Sunset Plaza Estate, West Hollywood",20697797,Vivian,City of Los Angeles,Hollywood Hills West,34.09418,-118.38039,Entire home/apt,817,10,68,2022-07-27,0.74,1,67,5,HSR22-000621,CA,Los Angeles
1855,4212759,"Bright, Breezy & Beautiful Townhome - Santa Monica",21862842,Ted,Other Cities,Santa Monica,34.0322,-118.47797,Entire home/apt,286,30,18,2021-11-30,0.2,1,252,1,220420,CA,Los Angeles
1860,4217936,"L.A. Super Location, Sweet Indoor/Outdoor Space",6911978,Mic & Leeah,City of Los Angeles,Mid-Wilshire,34.05231,-118.3398,Entire home/apt,105,1,460,2022-09-04,4.78,1,116,104,HSR21-003093,CA,Los Angeles
1866,4015029,Mediterranean Inspired Architecture Home with Patio,20766934,Julian,City of Los Angeles,Silver Lake,34.08689,-118.27612,Entire home/apt,195,30,164,2022-01-27,1.68,1,71,4,HSR19-002355,CA,Los Angeles
1869,4106488,Gorgeous Master suite /Private bath / Pasadena,21304470,Stacey,Unincorporated Areas,San Pasqual,34.14011,-118.1033,Private room,132,2,83,2022-08-22,0.86,3,365,6,SRH20180089,CA,Los Angeles
1877,4227570,"Private oasis, perfect for city distancing",21941179,David,City of Los Angeles,Mid-City,34.05065,-118.37032,Entire home/apt,289,2,147,2022-05-08,1.53,1,312,28,HSR21-003267,CA,Los Angeles
1884,4235156,Oceanfront Celebrity Styled Home,2843111,Natalie,Other Cities,Malibu,34.03354,-118.74194,Entire home/apt,3200,3,17,2022-08-26,0.19,9,351,7,STR21-0157,CA,Los Angeles
1899,4129424,Studio Near LAX / El Segundo Beach.,21422412,Steve,Other Cities,El Segundo,33.9244,-118.42608,Private room,110,2,507,2022-09-02,5.26,1,322,59,43185,CA,Los Angeles
1902,4278990,"1909 Old Style Sunny Bungalow, City Center Close",22215213,Ginger,Other Cities,Pasadena,34.15556,-118.1406,Entire home/apt,120,1,473,2022-08-21,4.93,1,180,43,SRH2018-00088,CA,Los Angeles
1904,4279041,Cottage Near the Sea!,6701135,John,City of Los Angeles,Pacific Palisades,34.04461,-118.53428,Entire home/apt,129,3,516,2022-09-05,5.4,1,204,59,HSR19-002500,CA,Los Angeles
1908,4134377,"Beautiful California Bungalow in Eagle Rock, CA",21448083,Sally,City of Los Angeles,Eagle Rock,34.13648,-118.20062,Entire home/apt,340,30,15,2020-08-27,0.17,1,180,0,HSR19-000411,CA,Los Angeles
1913,4137609,Charming Echo Park Hills Apartment,5294558,Jenny,City of Los Angeles,Echo Park,34.08555,-118.2506,Entire home/apt,120,4,234,2022-09-04,2.43,1,80,18,HSR22-000487,CA,Los Angeles
1915,4284302,Colorful Boutique Home Close to the Beach,8366077,Helene,City of Los Angeles,Westchester,33.96171569824219,-118.41436004638672,Entire home/apt,257,3,195,2022-09-01,2.04,9,101,17,HSR22-001672,CA,Los Angeles
1918,4256314,"Malibu, Carbon Beach- Bungalow Ten",21817201,The Malibu Suites,Other Cities,Malibu,34.03869,-118.6724,Entire home/apt,387,2,361,2022-09-07,3.94,11,138,57,STR21-0028,CA,Los Angeles
